First Name,Last Name,Position,Jersey,Team,Games Played,Points,Total Goals,1pt Goals,2pt Goals,Scoring Points,Assists,Shots,Shot Pct,Shots On Goal,SOG Pct,2pt Shots,2pt Shot Pct,2pt Shots On Goal,Groundballs,Turnovers,Caused Turnovers,Faceoffs,Faceoff Wins,Faceoff Losses,Faceoff Pct,Saves,Save Pct,Scores Against,Scores Against Average,2pt Goals Against,2pt GAA,Time On Field,Total Penalties,Penalty Minutes,Power Play Goals,Power Play Shots,Short Handed Goals,Short Handed Shots,Short Handed Goals Against,Power Play Goals Against
Chris,Cloutier,A,2,Chaos,5,11,10,10,0,10,1,34,0.29411764705882354,19,0.5588235294117647,0,0,0,5,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,,0
Max,Adler,FO,6,Chaos,1,0,0,0,0,0,0,1,0,1,1,0,0,0,7,2,0,24,11,13,0.4583333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
Troy,Reh,LSM,10,Chaos,10,3,2,1,1,3,0,10,0.2,5,0.5,8,0.125,3,17,4,9,0,0,0,0,0,0,0,0,0,0,0,3,3,0,1,0,0,,0
Dylan,Molloy,M,17,Atlas,4,4,3,3,0,3,1,12,0.25,8,0.6666666666666666,1,0,1,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
Bryce,Young,D,41,Whipsnakes,10,1,1,1,0,1,0,4,0.25,1,0.25,3,0,0,15,5,10,0,0,0,0,0,0,0,0,0,0,0,2,1.5,0,0,0,0,,0
Chris,Aslanian,M,3,Cannons,10,22,13,9,4,17,5,52,0.25,31,0.5961538461538461,19,0.21052631578947367,9,3,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,1,,0
Jake,Bernhardt,SSDM,83,Whipsnakes,8,1,0,0,0,0,1,4,0,0,0,1,0,0,3,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
CJ,Costabile,LSM,9,Chaos,9,5,3,1,2,5,0,10,0.3,5,0.5,6,0.3333333333333333,4,13,5,3,4,0,4,0,0,0,0,0,0,0,0,2,2,0,0,0,0,,0
JT,Giles-Harris,D,1,Chrome,9,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1,7,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,,0
Asher,Nolting,A,32,Cannons,10,41,21,21,0,21,20,59,0.3559322033898305,45,0.7627118644067796,0,0,0,16,16,1,0,0,0,0,0,0,0,0,0,0,0,5,2.5,1,4,0,0,,0
Jonathan,Donville,M,33,Cannons,10,23,12,12,0,12,11,36,0.3333333333333333,29,0.8055555555555556,0,0,0,10,6,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,0,0,,0
Ryan,McNulty,LSM,5,Chaos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
Justin,Inacio,FO,30,Archers,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
Zach,Currier,M,77,Waterdogs,10,14,5,5,0,5,9,28,0.17857142857142858,16,0.5714285714285714,2,0,1,50,10,7,58,34,24,0.5862068965517241,0,0,0,0,0,0,0,0,0,0,1,0,0,,0
Nick,Grill,LSM,8,Chrome,10,1,0,0,0,0,1,0,0,0,0,0,0,0,12,1,6,3,0,3,0,0,0,0,0,0,0,0,1,0.5,0,0,0,0,,0
Kyle,Bernlohr,G,35,Whipsnakes,6,1,0,0,0,0,1,0,0,0,0,0,0,0,18,2,0,0,0,0,0,73,0.532846715328467,68,12.711930416720756,4,0.747760612748279,15406,0,0,0,0,0,0,,4
Jack,Concannon,G,12,Atlas,9,0,0,0,0,0,0,0,0,0,0,0,0,0,11,5,0,0,0,0,0,105,0.495283018867924,118,13.85518590998043,11,1.29158512720157,24528,0,0,0,0,0,0,,7
Mark,Cockerton,A,41,Atlas,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
Jake,Pulver,D,12,Cannons,8,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2,1,28,2,26,0.07142857142857142,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
Jack,Kielty,D,40,Cannons,10,0,0,0,0,0,0,2,0,1,0.5,1,0,0,17,0,11,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,,0
Finn,Sullivan,D,36,Cannons,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
Wes,Berg,A,14,Redwoods,10,23,21,21,0,21,2,43,0.4883720930232558,34,0.7906976744186046,0,0,0,21,9,1,0,0,0,0,0,0,0,0,0,0,0,2,1,3,3,0,0,,0
Mark,Glicini,SSDM,16,Chaos,10,1,0,0,0,0,1,1,0,1,1,1,0,1,5,1,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,,0
Johnny,Surdick,D,18,Chaos,2,1,0,0,0,0,1,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
Austin,Kaut,G,14,Chaos,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,15,0.535714285714286,13,12.999999999999998,0,0,2880,1,1,0,0,0,0,,2
Josh,Byrne,A,22,Chaos,6,21,15,15,0,15,6,46,0.32608695652173914,31,0.6739130434782609,0,0,0,11,15,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,0
Jack,Hannah,M,3,Waterdogs,7,19,12,9,3,15,4,43,0.27906976744186046,28,0.6511627906976745,5,0.6,4,8,8,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,0,0,,0
Max,Wayne,D,66,Cannons,7,0,0,0,0,0,0,0,0,0,0,0,0,0,22,3,7,0,0,0,0,0,0,0,0,0,0,0,4,3.5,0,0,0,0,,0
Jake,Higgins,SSDM,41,Waterdogs,8,3,2,2,0,2,1,4,0.5,3,0.75,1,0,1,9,6,5,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,,0
Alexander,Smith,SSDM,39,Chrome,10,1,0,0,0,0,1,1,0,1,1,0,0,0,11,2,2,0,0,0,0,0,0,0,0,0,0,0,3,2.5,0,0,0,0,,0
Grant,Ammann,D,30,Atlas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
Ethan,Rall,LSM,35,Cannons,9,1,1,1,0,1,0,2,0.5,1,0.5,1,0,0,30,3,20,107,6,101,0.056074766355140186,0,0,0,0,0,0,0,0,0,0,0,1,1,,0
Josh,Stout,A,7,Cannons,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
Jarrod,Neumann,D,88,Chaos,10,2,1,0,1,2,0,7,0.14285714285714285,1,0.14285714285714285,7,0.14285714285714285,1,18,1,4,0,0,0,0,0,0,0,0,0,0,0,3,1.5,0,0,0,0,,0
Dhane,Smith,M,92,Chaos,8,30,5,5,0,5,25,24,0.20833333333333334,17,0.7083333333333334,2,0,1,4,25,0,0,0,0,0,0,0,0,0,0,0,0,2,1.5,0,1,0,0,,0
Chase,Fraser,A,95,Chaos,3,4,4,4,0,4,0,17,0.23529411764705882,11,0.6470588235294118,2,0,0,4,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,0
Eli,Salama,LSM,3,Chrome,10,3,1,0,1,2,1,7,0.14285714285714285,3,0.42857142857142855,5,0.2,3,13,7,6,28,0,28,0,0,0,0,0,0,0,0,3,3,0,0,0,0,,0
Michael,Manley,D,5,Chrome,10,2,2,2,0,2,0,12,0.16666666666666666,8,0.6666666666666666,7,0,4,25,6,8,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,,0
Will,Haus,SSDM,6,Chrome,9,2,1,1,0,1,1,5,0.2,3,0.6,1,0,0,6,1,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,,0
Nick,Washuta,G,18,Archers,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,14,0.518518518518518,15,18.964003511852503,2,2.52853380158033,2278,0,0,0,0,0,0,,1
Justin,Anderson,M,21,Chrome,10,10,9,9,0,9,1,37,0.24324324324324326,27,0.7297297297297297,6,0,6,2,10,3,0,0,0,0,0,0,0,0,0,0,0,1,1,3,6,0,0,,0
Connor,Farrell,FO,25,Chrome,8,0,0,0,0,0,0,2,0,2,1,0,0,0,79,16,2,168,103,64,0.6130952380952381,0,0,0,0,0,0,0,1,2,0,0,0,0,,0
Ryan,Terefenko,SSDM,34,Chrome,10,5,3,3,0,3,2,15,0.2,8,0.5333333333333333,0,0,0,14,8,2,2,0,2,0,0,0,0,0,0,0,0,1,0.5,0,0,0,1,,0
Jesse,Bernhardt,D,36,Chrome,8,4,0,0,0,0,4,4,0,0,0,2,0,0,20,1,11,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,,0
Sean,Sconone,G,50,Chrome,9,0,0,0,0,0,0,0,0,0,0,0,0,0,15,7,1,0,0,0,0,107,0.524509803921569,106,11.963320009405127,9,1.01575358570421,25518,0,0,0,0,0,0,,11
Greg,Weyl,D,57,Chrome,1,1,1,1,0,1,0,1,1,1,1,0,0,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,2,1.5,0,0,0,0,,0
Kevin,Rogers,M,28,Redwoods,2,4,2,2,0,2,2,7,0.2857142857142857,6,0.8571428571428571,1,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,0
Tim,Troutner,G,0,Redwoods,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,,0
Matt,Kavanagh,A,50,Cannons,8,24,14,14,0,14,10,51,0.27450980392156865,30,0.5882352941176471,0,0,0,16,13,4,0,0,0,0,0,0,0,0,0,0,0,2,1.5,2,2,0,0,,0
Eddy,Glazener,D,30,Redwoods,10,1,1,1,0,1,0,6,0.16666666666666666,3,0.5,4,0,1,15,4,9,0,0,0,0,0,0,0,0,0,0,0,2,1.5,0,0,0,0,,0
Mikie,Schlosser,M,59,Waterdogs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
Nakeie,Montgomery,M,1,Redwoods,10,9,3,2,1,4,5,31,0.0967741935483871,19,0.6129032258064516,6,0.16666666666666666,4,17,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
Keegan,Khan,M,76,Whipsnakes,8,7,5,5,0,5,2,14,0.35714285714285715,10,0.7142857142857143,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,,0
Matt,Whitcher,SSDM,33,Waterdogs,10,5,5,5,0,5,0,12,0.4166666666666667,9,0.75,0,0,0,23,2,8,0,0,0,0,0,0,0,0,0,0,0,1,0.5,0,0,0,0,,0
Mike,Chanenchuk,M,1,Whipsnakes,10,27,17,14,3,20,7,52,0.3269230769230769,36,0.6923076923076923,11,0.2727272727272727,7,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,0,0,,0
Jack,Myers,M,15,Chrome,2,2,1,1,0,1,1,3,0.3333333333333333,3,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
Rob,Pannell,A,3,Redwoods,10,34,15,15,0,15,19,68,0.22058823529411764,39,0.5735294117647058,3,0,2,24,39,1,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,0,0,,0
TD,Ierlan,FO,6,Redwoods,10,2,1,1,0,1,1,9,0.1111111111111111,7,0.7777777777777778,0,0,0,118,5,3,239,162,77,0.6778242677824268,0,0,0,0,0,0,0,2,1.5,0,0,0,0,,0
Jules,Heningburg,M,7,Redwoods,10,13,7,7,0,7,6,31,0.22580645161290322,20,0.6451612903225806,4,0,3,7,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
Sergio,Perkovic,SSDM,16,Redwoods,6,0,0,0,0,0,0,16,0,4,0.25,2,0,1,6,5,1,0,0,0,0,0,0,0,0,0,0,0,3,3.5,0,0,0,0,,0
Tyler,Warner,SSDM,5,Whipsnakes,10,1,1,1,0,1,0,4,0.25,1,0.25,2,0,0,12,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0.5,0,0,0,0,,0
Charlie,Bertrand,M,41,Redwoods,9,12,7,7,0,7,5,35,0.2,16,0.45714285714285713,1,0,1,8,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,0,,0
Ryan,Conrad,M,15,Waterdogs,8,12,7,6,1,8,4,24,0.2916666666666667,18,0.75,2,0.5,1,4,9,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,,0
Chris,Sabia,LSM,16,Waterdogs,5,0,0,0,0,0,0,1,0,1,1,0,0,0,12,1,5,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,,0
Ryland,Rees,LSM,17,Waterdogs,8,2,1,1,0,1,1,6,0.16666666666666666,4,0.6666666666666666,5,0,3,11,2,8,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
Liam,Byrnes,D,21,Waterdogs,10,2,0,0,0,0,2,4,0,0,0,0,0,0,25,4,7,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,,0
Jesse,King,M,19,Chrome,6,8,3,3,0,3,5,12,0.25,9,0.75,1,0,1,2,9,1,0,0,0,0,0,0,0,0,0,0,0,1,0.5,0,0,0,0,,0
Charlie,Hayes,SSDM,23,Waterdogs,9,4,2,2,0,2,2,5,0.4,4,0.8,1,0,1,15,2,6,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,,0
Brad,Smith,M,27,Whipsnakes,5,11,5,4,1,6,5,20,0.25,13,0.65,6,0.16666666666666666,3,6,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,,0
Michael,Ehrhardt,LSM,28,Whipsnakes,8,8,5,4,1,6,2,22,0.22727272727272727,8,0.36363636363636365,14,0.07142857142857142,3,16,4,6,0,0,0,0,0,0,0,0,0,0,0,4,3.5,0,0,0,0,,0
Brian,Phipps,G,30,Whipsnakes,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0.428571428571429,13,19.978655282817503,1,1.53681963713981,1874,0,0,0,0,0,0,,1
Matthew,Dunn,D,33,Whipsnakes,8,1,0,0,0,0,1,1,0,0,0,0,0,0,14,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
Connor,Kirst,SSDM,34,Whipsnakes,10,9,7,6,1,8,1,17,0.4117647058823529,10,0.5882352941176471,3,0.3333333333333333,1,25,5,3,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,,0
Brett,Kennedy,LSM,11,Whipsnakes,3,1,0,0,0,0,1,0,0,0,0,0,0,0,7,3,4,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,,0
Sam,Handley,M,26,Chrome,9,14,10,9,1,11,3,46,0.21739130434782608,26,0.5652173913043478,12,0.08333333333333333,7,7,15,1,0,0,0,0,0,0,0,0,0,0,0,1,0.5,0,2,0,1,,0
Cross,Ferrara,A,22,Chrome,8,14,12,12,0,12,2,54,0.2222222222222222,35,0.6481481481481481,3,0,1,8,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,,0
Owen,Grant,LSM,81,Redwoods,3,2,1,0,1,2,0,6,0.16666666666666666,3,0.5,5,0.2,2,2,1,3,3,0,3,0,0,0,0,0,0,0,0,2,1.5,0,0,0,0,,0
Joseph,Nardella,FO,91,Whipsnakes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
Cole,Williams,M,14,Chrome,2,1,1,1,0,1,0,6,0.16666666666666666,3,0.5,1,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,,0
James,Reilly,FO,13,Waterdogs,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,37,14,23,0.3783783783783784,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
Colin,Heacock,M,2,Chrome,8,2,2,2,0,2,0,21,0.09523809523809523,5,0.23809523809523808,1,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,,0
Xander,Dickson,M,10,Atlas,10,20,14,14,0,14,6,38,0.3684210526315789,25,0.6578947368421053,0,0,0,11,16,3,0,0,0,0,0,0,0,0,0,0,0,1,1,2,3,0,0,,0
Reid,Bowering,M,98,Archers,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
Mike,Messenger,SSDM,0,Chrome,5,4,4,4,0,4,0,11,0.36363636363636365,9,0.8181818181818182,1,0,1,7,3,4,10,4,6,0.4,0,0,0,0,0,0,0,1,0.5,0,0,0,0,,0
Drake,Porter,G,34,Atlas,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,17,0.435897435897436,22,14.666666666666668,0,0,4320,0,0,0,0,0,0,,1
Logan,Wisnauskas,A,12,Chrome,10,18,11,11,0,11,7,54,0.2037037037037037,33,0.6111111111111112,1,0,0,18,17,3,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,0,,0
Chris,Gray,A,4,Atlas,10,37,22,20,2,24,13,75,0.29333333333333333,48,0.64,5,0.4,4,14,23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,,0
Arden,Cohen,D,40,Redwoods,10,2,1,0,1,2,0,1,1,1,1,1,1,1,12,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
Matt,Moore,A,11,Archers,8,16,10,10,0,10,6,50,0.2,34,0.68,5,0,4,14,10,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,0,0,,0
Koby,Smith,LSM,0,Atlas,3,2,1,0,1,2,0,5,0.2,2,0.4,4,0.25,2,3,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0.5,0,0,0,0,,0
Bubba,Fairman,SSDM,2,Cannons,10,5,0,0,0,0,5,4,0,3,0.75,0,0,0,9,1,15,1,0,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,,0
Brett,Dobson,G,45,Archers,10,0,0,0,0,0,0,0,0,0,0,0,0,0,19,1,3,0,0,0,0,123,0.580188679245283,96,10.405720737674068,7,0.758750470455401,26570,1,1,0,0,0,0,,8
