First Name,Last Name,Jersey,Position,Games Played,Points,Total Goals,1pt Goals,2pt Goals,Scoring Points,Assists,Shots,Shot Pct,Shots On Goal,SOG Pct,2pt Shots,2pt Shot Pct,2pt Shots On Goal,Groundballs,Turnovers,Caused Turnovers,Faceoffs,Faceoff Wins,Faceoff Losses,Faceoff Pct,Saves,Save Pct,Scores Against,Scores Against Average,2pt Goals Against,2pt GAA,Time On Field,Total Penalties,Penalty Minutes,Power Play Goals,Power Play Shots,Short Handed Goals,Short Handed Shots,Short Handed Goals Against,Power Play Goals Against
Kevin,Unterstein,13,M,12,0,0,0,0,0,0,2,0,2,1,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,0,0,0,,0
Will,Haus,6,SSDM,7,0,0,0,0,0,0,5,0,2,0.4,1,0,0,10,1,6,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,,0
Ryan,Beville,8,SSDM,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0.5,0,0,0,0,,0
Joel,White,11,LSM,9,4,2,2,0,2,2,6,0.3333333333333330,5,0.8333333333333330,2,0,2,40,4,13,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,,0
John,Galloway,15,G,9,1,0,0,0,0,1,2,0,0,0,2,0,0,22,6,4,0,0,0,0,118,0.5592417061611370,99,12.375000000000000,6,0,23040,0,0,0,0,0,0,,5
Dylan,Molloy,17,A,3,10,6,6,0,6,4,20,0.3,10,0.5,0,0,0,6,5,1,0,0,0,0,0,0,0,0,0,0,0,1,0.5,0,0,0,0,,0
Justin,Anderson,21,M,9,10,5,4,1,6,4,27,0.18518518518518500,19,0.7037037037037040,2,0.5,2,15,7,4,0,0,0,0,0,0,0,0,0,0,0,2,2,0,1,0,0,,0
Ned,Crotty,22,M,9,9,0,0,0,0,9,26,0,8,0.3076923076923080,3,0,1,14,14,3,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,,0
John,Moderski,24,D,9,0,0,0,0,0,0,1,0,0,0,0,0,0,17,1,9,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,,0
Connor,Farrell,25,FO,9,2,2,2,0,2,0,2,1,2,1,0,0,0,58,11,1,217,104,113,0.4792626728110600,0,0,0,0,0,0,0,1,1,0,0,0,0,,0
Brendan,Kavanagh,27,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
James,Barclay,28,D,9,1,0,0,0,0,1,0,0,0,0,0,0,0,9,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
Jordan,MacIntosh,29,M,9,19,16,16,0,16,3,50,0.32,33,0.66,3,0,3,17,11,2,8,3,5,0.375,0,0,0,0,0,0,0,1,0.5,1,4,0,0,,0
John,Ranagan,31,M,9,8,4,4,0,4,4,24,0.16666666666666700,17,0.7083333333333330,4,0,2,3,14,2,1,0,1,0,0,0,0,0,0,0,0,1,0.5,0,0,0,0,,0
Jordan,Wolf,33,A,1,2,0,0,0,0,2,3,0,2,0.6666666666666670,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
Ryan,Terefenko,34,SSDM,9,7,2,2,0,2,5,10,0.2,8,0.8,1,0,1,24,8,6,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
Jesse,Bernhardt,36,D,3,1,0,0,0,0,1,0,0,0,0,0,0,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
Sean,Sconone,50,G,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,8,0.38095238095238100,16,16,3,0,2880,0,0,0,0,0,0,,1
Greg,Weyl,57,D,9,1,1,1,0,1,0,2,0.5,2,1,1,0,1,11,1,11,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,,0
Kevin,Rogers,77,M,6,14,8,7,1,9,5,25,0.32,15,0.6,2,0.5,1,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
Donny,Moss,80,D,2,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
Randy,Staats,83,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
Tommy,Palasek,84,A,4,6,2,2,0,2,4,9,0.2222222222222220,5,0.5555555555555560,0,0,0,3,8,1,0,0,0,0,0,0,0,0,0,0,0,1,0.5,0,0,0,0,,0
Kyle,Hartzell,,LSM,3,1,0,0,0,0,1,1,0,0,0,1,0,0,2,1,2,4,2,2,0.5,0,0,0,0,0,0,0,1,1,0,0,0,0,,0
Tim,Troutner,0,G,9,0,0,0,0,0,0,1,0,0,0,1,0,0,29,6,4,0,0,0,0,125,0.5813953488372090,93,11.625000000000000,3,0,23040,0,0,0,0,0,0,,4
Joe,Walters,1,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
Jack,Near,2,SSDM,7,0,0,0,0,0,0,5,0,3,0.6,2,0,1,12,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,0
Rob,Pannell,3,A,9,29,13,13,0,13,16,68,0.19117647058823500,37,0.5441176470588240,0,0,0,16,20,4,0,0,0,0,0,0,0,0,0,0,0,3,1.5,1,4,0,0,,0
Drew,Simoneau,5,FO,3,0,0,0,0,0,0,2,0,1,0.5,0,0,0,12,5,0,74,31,43,0.4189189189189190,0,0,0,0,0,0,0,2,2,0,0,0,0,,0
TD,Ierlan,6,FO,8,0,0,0,0,0,0,7,0,2,0.2857142857142860,0,0,0,79,5,5,203,132,71,0.6502463054187190,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
Jules,Heningburg,7,M,9,20,15,15,0,15,5,31,0.4838709677419360,27,0.8709677419354840,0,0,0,6,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,,0
Matt,Kavanagh,10,A,9,20,15,15,0,15,5,53,0.2830188679245280,31,0.5849056603773590,1,0,1,10,10,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,,0
Myles,Jones,15,M,9,32,14,13,1,15,17,39,0.358974358974359,26,0.6666666666666670,6,0.16666666666666700,5,14,13,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,,0
Sergio,Perkovic,16,M,9,24,14,9,5,19,5,43,0.32558139534883700,27,0.627906976744186,12,0.4166666666666670,8,12,10,2,0,0,0,0,0,0,0,0,0,0,0,1,0.5,4,4,0,0,,0
Kyle,Harrison,18,M,9,6,4,3,1,5,1,17,0.23529411764705900,10,0.5882352941176470,3,0.3333333333333330,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
Charlie,Leonard,47,FO,1,0,0,0,0,0,0,1,0,1,1,0,0,0,4,2,0,17,5,12,0.29411764705882400,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
Ryder,Garnsey,50,A,9,15,14,14,0,14,1,45,0.3111111111111110,23,0.5111111111111110,1,0,0,10,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,,0
Garrett,Epple,52,D,9,2,2,2,0,2,0,7,0.2857142857142860,5,0.7142857142857140,4,0,3,20,3,16,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,1,,0
Jack,Kelly,94,G,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,10,0.43478260869565200,13,13.000000000000000,0,0,2880,0,0,0,0,0,0,,0
Matt,DeLuca,1,G,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9.56810631229236,0,0,301,0,0,0,0,0,0,,0
Ben,Reeves,2,A,8,11,8,8,0,8,3,23,0.34782608695652200,15,0.6521739130434780,0,0,0,4,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
Ryan,Brown,4,A,9,21,20,20,0,20,1,70,0.2857142857142860,37,0.5285714285714290,7,0,5,17,4,1,0,0,0,0,0,0,0,0,0,0,0,2,1.5,1,12,0,0,,0
Michael,Kraus,5,A,4,4,1,1,0,1,3,11,0.09090909090909090,6,0.5454545454545450,1,0,1,2,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,0
Kieran,McArdle,6,A,8,25,12,11,1,13,12,45,0.26666666666666700,30,0.6666666666666670,2,0.5,2,12,19,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,4,0,0,,0
Steven,DeNapoli,7,SSDM,9,3,3,3,0,3,0,7,0.42857142857142900,4,0.5714285714285710,0,0,0,6,5,7,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,,0
Charlie,Cipriano,12,G,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,2,0.2857142857142860,6,19.115044247787600,1,0,904,0,0,0,0,0,0,,0
Ryan,Conrad,15,M,9,6,5,5,0,5,1,13,0.38461538461538500,6,0.46153846153846200,2,0,0,11,11,4,4,0,4,0,0,0,0,0,0,0,0,2,1.5,0,0,0,0,,0
Chris,Sabia,16,D,8,1,1,1,0,1,0,1,1,1,1,0,0,0,13,0,4,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,,0
Ryland,Rees,17,LSM,9,6,3,0,3,6,0,10,0.3,5,0.5,8,0.375,4,30,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
Jake,Withers,18,FO,9,3,2,2,0,2,1,8,0.25,3,0.375,0,0,0,55,6,7,215,117,98,0.5441860465116280,0,0,0,0,0,0,0,1,1,0,0,0,0,,0
Liam,Byrnes,21,D,9,0,0,0,0,0,0,0,0,0,0,0,0,0,21,5,20,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,,0
Michael,Sowers,22,A,1,2,2,2,0,2,0,6,0.3333333333333330,5,0.8333333333333330,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
Drew,Snider,23,M,5,3,2,2,0,2,1,10,0.2,4,0.4,0,0,0,8,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,,0
Eli,Gobrecht,25,D,9,3,1,0,1,2,1,1,1,1,1,1,1,1,23,3,14,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,,0
Matt,Whitcher,33,SSDM,4,1,1,1,0,1,0,1,1,1,1,0,0,0,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
Dillon,Ward,37,G,9,1,0,0,0,0,1,1,0,0,0,1,0,0,19,1,1,0,0,0,0,95,0.5307262569832400,91,10.922275474057100,7,0,23995,0,0,0,0,0,0,,4
Connor,Kelly,40,M,8,21,11,9,2,13,8,59,0.1864406779661020,30,0.5084745762711860,15,0.13333333333333300,6,4,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,0,0,,0
Ben,Randall,44,D,7,0,0,0,0,0,0,2,0,0,0,2,0,0,11,2,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
Christian,Scarpello,50,M,7,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
Ethan,Walker,57,M,5,14,4,4,0,4,10,14,0.2857142857142860,10,0.7142857142857140,0,0,0,10,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,0
Mikie,Schlosser,59,M,9,15,13,12,1,14,1,38,0.34210526315789500,26,0.6842105263157900,2,0.5,2,9,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5,0,2,0,0,,0
Bryce,Wasserman,77,A,1,0,0,0,0,0,0,2,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
Brendan,Sunday,24,A,3,2,1,1,0,1,1,5,0.2,3,0.6,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
Chris,Hogan,15,M,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
Tate,Boyce,20,G,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,16.271186440678000,0,0,177,0,0,0,0,0,0,,0
TJ,Comizio,44,SSDM,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
Peyton,Smith,8,FO,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,24,9,15,0.375,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
