First Name,Last Name,Jersey,Position,Games Played,Points,Total Goals,1pt Goals,2pt Goals,Scoring Points,Assists,Shots,Shot Pct,Shots On Goal,SOG Pct,2pt Shots,2pt Shot Pct,2pt Shots On Goal,Groundballs,Turnovers,Caused Turnovers,Faceoffs,Faceoff Wins,Faceoff Losses,Faceoff Pct,Saves,Save Pct,Scores Against,Scores Against Average,2pt Goals Against,2pt GAA,Time On Field,Total Penalties,Penalty Minutes,Power Play Goals,Power Play Shots,Short Handed Goals,Short Handed Shots,Short Handed Goals Against,Power Play Goals Against
Dhane,Smith,92,M,9,20,7,7,0,7,13,22,0.3181818181818180,17,0.7727272727272730,0,0,0,10,21,0,0,0,0,0,0,0,0,0,0,0,0,2,1.5,0,0,0,0,,0
Chase,Fraser,95,A,5,13,12,12,0,12,1,35,0.34285714285714300,23,0.6571428571428570,3,0,2,5,10,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,1,0,0,,0
Jack,Rowlett,99,D,8,1,0,0,0,0,1,0,0,0,0,0,0,0,15,4,14,5,0,5,0,0,0,0,0,0,0,0,5,3.5,0,0,0,0,,0
JT,Giles-Harris,,D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
Eric,Rubak,,D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
Colin,Heacock,2,A,9,19,16,14,2,18,1,41,0.3902439024390240,26,0.6341463414634150,6,0.3333333333333330,4,6,5,1,0,0,0,0,0,0,0,0,0,0,0,1,0.5,2,4,0,0,,0
Isaiah,Davis-Allen,26,SSDM,9,0,0,0,0,0,0,1,0,1,1,0,0,0,10,4,3,4,0,4,0,0,0,0,0,0,0,0,3,2.5,0,0,0,0,,0
Eddy,Glazener,30,D,9,0,0,0,0,0,0,3,0,2,0.6666666666666670,3,0,2,13,7,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
Hugh,Crance,31,LSM,5,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,,0
Finn,Sullivan,36,D,9,0,0,0,0,0,0,0,0,0,0,0,0,0,10,4,9,0,0,0,0,0,0,0,0,0,0,0,2,1.5,0,0,0,0,,0
Patrick,Harbeson,40,SSDM,5,2,1,1,0,1,1,1,1,1,1,0,0,0,4,2,1,2,0,2,0,0,0,0,0,0,0,0,2,1,0,0,0,0,,0
Charlie,Bertrand,41,M,6,8,6,5,1,7,1,13,0.46153846153846200,9,0.6923076923076920,1,1,1,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
Ryan,Lee,45,A,3,5,4,4,0,4,1,14,0.2857142857142860,11,0.7857142857142860,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1.5,1,1,0,0,,0
John,Sexton,46,LSM,8,0,0,0,0,0,0,3,0,1,0.3333333333333330,1,0,0,18,3,4,7,2,5,0.2857142857142860,0,0,0,0,0,0,0,2,1.5,0,0,0,0,,0
Will,Perry,10,M,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
Ryan,Tierney,11,A,6,3,1,1,0,1,2,12,0.08333333333333330,9,0.75,1,0,1,8,7,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,4,0,0,,0
Tim,Muller,14,D,9,2,0,0,0,0,2,0,0,0,0,0,0,0,15,1,7,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,,0
Nick,Manis,20,M,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
Marcus,Holman,1,A,9,24,16,16,0,16,8,50,0.32,35,0.7,2,0,1,24,12,2,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,0,1,,0
Scott,Ratliff,2,LSM,9,7,2,0,2,4,3,6,0.3333333333333330,5,0.8333333333333330,4,0.5,4,19,6,5,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,,0
Will,Manny,4,A,9,26,19,19,0,19,7,50,0.38,37,0.74,0,0,0,14,8,2,0,0,0,0,0,0,0,0,0,0,0,2,2,3,6,0,0,,0
Connor,Fields,5,A,9,22,13,12,1,14,8,40,0.325,28,0.7,1,1,1,10,16,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5,4,5,0,0,,0
Adam,Ghitelman,8,G,9,3,1,0,1,2,1,6,0.16666666666666700,1,0.16666666666666700,6,0.16666666666666700,1,27,3,0,0,0,0,0,95,0.6168831168831170,64,10.257665980299400,5,0,17969,1,0.5,0,0,0,0,,2
Drew,Adams,14,G,9,0,0,0,0,0,0,1,0,1,1,1,0,1,6,1,0,0,0,0,0,35,0.5645161290322580,31,11.773704338652200,4,0,7583,0,0,0,0,0,0,,2
Grant,Ament,16,A,9,35,13,13,0,13,22,39,0.3333333333333330,28,0.717948717948718,0,0,0,17,18,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
Jackson,Place,17,D,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
Austin,Sims,18,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
Mark,McNeill,21,SSDM,9,0,0,0,0,0,0,2,0,2,1,0,0,0,18,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,0
Latrell,Harris,22,SSDM,9,5,4,4,0,4,1,6,0.6666666666666670,5,0.8333333333333330,0,0,0,11,2,6,0,0,0,0,0,0,0,0,0,0,0,3,1.5,0,0,0,0,,0
Dominique,Alexander,23,SSDM,9,3,2,2,0,2,1,2,1,2,1,0,0,0,10,4,8,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,,0
Stephen,Kelly,24,FO,8,4,3,3,0,3,1,8,0.375,6,0.75,0,0,0,47,7,2,193,89,104,0.46113989637305700,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
Tom,Schreiber,26,M,9,27,14,14,0,14,13,64,0.21875,34,0.53125,7,0,5,6,15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,,0
Warren,Jeffrey,27,D,9,1,0,0,0,0,1,0,0,0,0,0,0,0,13,1,5,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,,0
Tre,Leclaire,44,A,6,7,7,7,0,7,0,16,0.4375,9,0.5625,2,0,0,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,,0
Matt,McMahon,77,D,9,0,0,0,0,0,0,1,0,1,1,1,0,1,19,2,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
Graeme,Hossack,81,D,9,0,0,0,0,0,0,5,0,3,0.6,3,0,1,28,4,15,15,5,10,0.3333333333333330,0,0,0,0,0,0,0,1,1,0,0,0,0,,0
Ryan,McNamara,88,M,5,5,5,5,0,5,0,17,0.29411764705882400,8,0.47058823529411800,2,0,1,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,0
Kyle,Pless,2,LSM,6,0,0,0,0,0,0,1,0,0,0,0,0,0,8,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
Daniel,Bucaro,4,M,9,12,9,9,0,9,3,45,0.2,29,0.6444444444444450,2,0,1,13,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
Romar,Dennis,5,M,8,12,9,7,2,11,1,37,0.24324324324324300,22,0.5945945945945950,16,0.125,8,3,10,2,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,,0
Dox,Aitken,6,M,5,7,4,3,1,5,2,14,0.2857142857142860,11,0.7857142857142860,2,0.5,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
Jeff,Teat,7,A,7,32,16,16,0,16,16,40,0.4,31,0.775,0,0,0,18,26,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
Brent,Adams,8,M,6,4,1,1,0,1,3,11,0.09090909090909090,6,0.5454545454545450,3,0,2,14,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
Trevor,Baptiste,9,FO,9,6,4,4,0,4,2,13,0.3076923076923080,9,0.6923076923076920,1,0,1,83,9,2,229,149,80,0.6506550218340610,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
JD,Colarusso,11,G,9,0,0,0,0,0,0,2,0,0,0,1,0,0,16,0,3,0,0,0,0,45,0.4945054945054950,47,10.998618672300300,1,0,12307,0,0,0,0,0,0,,1
Jack,Concannon,12,G,5,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,0,0,0,0,0,57,0.504424778761062,60,12.740544127405400,4,0,13563,0,0,0,0,0,0,,2
Eric,Law,15,A,9,24,15,15,0,15,9,38,0.39473684210526300,32,0.8421052631578950,3,0,1,13,18,2,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,,0
Gerard,Arceri,16,FO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
Austin,Pifani,17,D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
Jake,Carraway,19,A,9,21,16,14,2,18,3,54,0.2962962962962960,29,0.5370370370370370,10,0.2,3,13,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,,0
Craig,Chick,21,LSM,8,1,1,1,0,1,0,3,0.3333333333333330,1,0.3333333333333330,0,0,0,32,0,11,0,0,0,0,0,0,0,0,0,0,0,1,0.5,0,1,0,0,,0
Michael,Rexrode,22,D,9,0,0,0,0,0,0,1,0,0,0,1,0,0,16,5,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
Bryan,Costabile,26,M,9,28,18,15,3,21,7,63,0.2857142857142860,33,0.5238095238095240,8,0.375,4,13,13,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,,0
Jake,Richard,27,M,9,1,0,0,0,0,1,1,0,1,1,0,0,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,,0
Andrew,Newbold,33,D,4,0,0,0,0,0,0,1,0,1,1,1,0,1,9,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
Mark,Cockerton,41,A,9,13,9,9,0,9,4,36,0.25,28,0.7777777777777780,0,0,0,13,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,,0
John,Crawley,44,M,6,7,4,2,2,6,1,19,0.21052631578947400,7,0.3684210526315790,2,1,2,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
Tucker,Durkin,51,D,9,0,0,0,0,0,0,1,0,0,0,1,0,0,14,4,7,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,,0
Peter,Dearth,54,SSDM,3,0,0,0,0,0,0,2,0,1,0.5,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
Joel,Tinney,55,M,1,0,0,0,0,0,0,2,0,1,0.5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
Cade,van Raaphorst,77,D,9,2,0,0,0,0,2,3,0,1,0.3333333333333330,3,0,1,26,4,16,0,0,0,0,0,0,0,0,0,0,0,2,1.5,0,0,0,0,,0
Danny,Logan,91,SSDM,9,7,3,2,1,4,3,5,0.6,5,1,2,0.5,2,20,3,8,18,5,13,0.2777777777777780,0,0,0,0,0,0,0,1,0.5,0,0,0,0,,0
Adam,Charalambides,,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
Zach,Currier,77,M,9,22,11,11,0,11,11,40,0.275,24,0.6,1,0,1,51,17,7,7,1,6,0.14285714285714300,0,0,0,0,0,0,0,0,0,1,3,0,0,,0
Ben,McIntosh,90,M,4,3,3,3,0,3,0,11,0.2727272727272730,8,0.7272727272727270,1,0,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,,0
Mike,Chanenchuk,1,M,9,16,8,6,2,10,6,51,0.1568627450980390,29,0.5686274509803920,18,0.1111111111111110,14,9,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,,0
Matt,Abbott,3,SSDM,8,2,1,1,0,1,1,6,0.16666666666666700,4,0.6666666666666670,2,0,2,33,4,6,0,0,0,0,0,0,0,0,0,0,0,1,0.5,0,0,0,0,,0
Bryce,Young,6,D,9,0,0,0,0,0,0,1,0,0,0,1,0,0,19,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
Matt,Rambo,9,A,6,18,12,12,0,12,6,45,0.26666666666666700,25,0.5555555555555560,0,0,0,11,15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,,0
Charlie,Hayes,23,SSDM,6,0,0,0,0,0,0,1,0,1,1,0,0,0,10,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
John,Haus,26,M,8,12,6,6,0,6,6,48,0.125,26,0.5416666666666670,5,0,2,14,11,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,,0
Brad,Smith,27,M,9,21,11,11,0,11,10,47,0.23404255319148900,25,0.5319148936170210,6,0,3,14,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,,0
Michael,Ehrhardt,28,LSM,8,7,2,0,2,4,3,13,0.15384615384615400,6,0.46153846153846200,10,0.2,5,32,5,6,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,0
Jay,Carlson,32,A,9,18,18,18,0,18,0,47,0.3829787234042550,29,0.6170212765957450,1,0,1,25,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,0,1,,0
Matthew,Dunn,33,D,9,2,0,0,0,0,2,1,0,1,1,1,0,1,18,1,8,0,0,0,0,0,0,0,0,0,0,0,1,0.5,0,0,0,0,,0
Connor,Kirst,34,M,5,3,3,3,0,3,0,19,0.15789473684210500,12,0.631578947368421,0,0,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
Kyle,Bernlohr,35,G,9,0,0,0,0,0,0,1,0,1,1,1,0,1,28,4,3,0,0,0,0,95,0.4846938775510200,107,12.470055033991600,6,0,24712,0,0,0,0,0,0,,6
Zed,Williams,36,A,8,25,23,22,1,24,1,79,0.2911392405063290,51,0.6455696202531650,4,0.25,2,22,21,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,5,0,0,,0
Colin,Squires,39,D,9,0,0,0,0,0,0,1,0,1,1,1,0,1,19,1,8,12,4,8,0.3333333333333330,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
Simon,Mathias,45,A,2,3,3,3,0,3,0,12,0.25,6,0.5,1,0,0,5,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
Chris,Aslanian,57,A,6,6,5,5,0,5,1,19,0.2631578947368420,12,0.631578947368421,0,0,0,1,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
Jake,Bernhardt,83,SSDM,9,1,1,1,0,1,0,5,0.2,2,0.4,3,0,1,7,1,5,0,0,0,0,0,0,0,0,0,0,0,4,3.5,0,0,0,0,,0
Jack,Rapine,9,D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
Jacob,Stover,0,G,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.3333333333333330,6,24.033379694019500,0,0,719,0,0,0,1,0,0,,0
Nick,Marrocco,1,G,9,0,0,0,0,0,0,0,0,0,0,0,0,0,28,2,5,0,0,0,0,137,0.556910569105691,114,13.033226152197200,5,0,25191,1,5,0,0,0,0,,10
Brendan,Fowler,3,FO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
Nate,Solomon,3,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
Lyle,Thompson,4,A,9,32,22,22,0,22,10,67,0.3283582089552240,48,0.7164179104477610,0,0,0,21,30,6,0,0,0,0,0,0,0,0,0,0,0,2,1,0,3,1,1,,0
Stephen,Rehfuss,6,M,9,25,14,14,0,14,11,31,0.45161290322580600,18,0.5806451612903230,0,0,0,5,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,,0
Reece,Eddy,9,LSM,9,4,1,0,1,2,2,1,1,1,1,1,1,1,22,4,10,1,0,1,0,0,0,0,0,0,0,0,4,5,0,0,0,0,,0
Jake,Pulver,12,D,9,1,1,1,0,1,0,4,0.25,2,0.5,1,0,0,10,2,18,10,2,8,0.2,0,0,0,0,0,0,0,3,2.5,0,0,0,0,,0
Jamie,Trimboli,12,M,6,6,4,4,0,4,2,20,0.2,12,0.6,2,0,2,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
Kevin,Reisman,13,FO,5,0,0,0,0,0,0,5,0,0,0,0,0,0,22,3,0,104,40,64,0.38461538461538500,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
Zach,Goodrich,14,SSDM,9,1,0,0,0,0,1,3,0,1,0.3333333333333330,0,0,0,14,2,12,1,0,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,,0
Brendan,Gleason,,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
Brodie,Merrill,17,D,9,0,0,0,0,0,0,0,0,0,0,0,0,0,40,5,13,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,,0
Scott,Hooper,20,D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
Ryan,Drenner,22,A,9,21,18,18,0,18,3,47,0.3829787234042550,33,0.7021276595744680,2,0,1,12,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,,0
Tim,Edwards,23,M,5,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,0,8,2,6,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
Sam,Duggan,29,SSDM,5,1,0,0,0,0,1,1,0,1,1,0,0,0,5,2,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,,0
Christian,Cuccinello,30,A,6,2,0,0,0,0,2,10,0,6,0.6,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
Shayne,Jackson,32,A,5,13,10,10,0,10,3,27,0.37037037037037000,23,0.8518518518518520,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,0
Connor,Buczek,33,M,4,6,4,4,0,4,2,17,0.23529411764705900,13,0.7647058823529410,6,0,5,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,0
Jack,Kielty,40,D,9,0,0,0,0,0,0,1,0,1,1,1,0,1,15,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
Andrew,Kew,42,A,6,13,10,10,0,10,3,23,0.43478260869565200,17,0.7391304347826090,0,0,0,6,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5,0,0,0,0,,0
Holden,Garlent,70,D,9,2,1,1,0,1,1,2,0.5,2,1,1,0,1,19,3,9,0,0,0,0,0,0,0,0,0,0,0,5,8.5,0,0,0,0,,0
Tyson,Bell,94,SSDM,9,6,2,2,0,2,4,5,0.4,3,0.6,0,0,0,21,1,4,0,0,0,0,0,0,0,0,0,0,0,6,9,0,0,0,0,,0
Paul,Rabil,99,M,9,26,18,16,2,20,6,50,0.36,39,0.78,13,0.15384615384615400,11,9,14,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,,0
CJ,Costabile,9,LSM,9,10,4,0,4,8,2,10,0.4,8,0.8,10,0.4,8,23,10,8,10,4,6,0.4,0,0,0,0,0,0,0,1,0.5,0,0,0,0,,0
Troy,Reh,10,LSM,9,1,1,1,0,1,0,10,0.1,6,0.6,8,0,4,27,3,10,0,0,0,0,0,0,0,0,0,0,0,2,6,0,0,0,0,,0
Dalton,Crossan,11,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
Wes,Berg,14,A,5,7,5,5,0,5,2,11,0.45454545454545500,7,0.6363636363636360,0,0,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,,0
Mark,Glicini,16,SSDM,9,0,0,0,0,0,0,2,0,2,1,1,0,1,21,5,3,0,0,0,0,0,0,0,0,0,0,0,1,0.5,0,0,0,0,,0
Johnny,Surdick,18,D,9,0,0,0,0,0,0,0,0,0,0,0,0,0,21,3,13,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,,0
Austin,Kaut,19,G,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,73.84615384615380,1,0,78,0,0,0,0,0,0,,0
Josh,Byrne,22,A,9,29,17,17,0,17,12,67,0.2537313432835820,37,0.5522388059701490,7,0,3,19,22,1,0,0,0,0,0,0,0,0,0,0,0,1,0.5,0,0,0,1,,0
Patrick,Resch,34,SSDM,9,3,0,0,0,0,3,3,0,1,0.3333333333333330,0,0,0,12,6,5,0,0,0,0,0,0,0,0,0,0,0,1,0.5,0,0,0,0,,0
Ryan,Smith,43,A,5,9,7,7,0,7,2,13,0.5384615384615380,9,0.6923076923076920,0,0,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
Matt,Rees,44,LSM,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,,0
Kyle,Jackson,47,M,5,4,3,3,0,3,1,13,0.23076923076923100,8,0.6153846153846150,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,0
Kyle,Gallagher,52,FO,2,0,0,0,0,0,0,1,0,1,1,1,0,1,8,1,1,40,12,28,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
Jake,Froccaro,54,M,6,10,3,1,2,5,5,24,0.125,12,0.5,10,0.2,6,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,,0
Ian,MacKay,55,LSM,9,9,6,3,3,9,0,13,0.46153846153846200,7,0.5384615384615380,6,0.5,4,18,6,6,0,0,0,0,0,0,0,0,0,0,0,6,5.5,0,0,0,0,,0
Dan,Coates,57,D,4,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5,0,0,0,0,,0
Tanner,Cook,77,M,3,2,1,1,0,1,1,6,0.16666666666666700,3,0.5,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,,0
Nick,Grill,,D,4,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
Brian,Phipps,30,G,8,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,0,0,0,0,6,0.75,10,10,0,0,2880,0,0,0,0,0,0,,0
Justin,Guterding,22,A,8,9,6,6,0,6,3,34,0.17647058823529400,22,0.6470588235294120,1,0,1,10,13,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,,0
Eli,Salama,3,LSM,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
Jackson,Morrill,4,A,9,22,16,16,0,16,6,40,0.4,26,0.65,0,0,0,18,22,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,,0
Michael,Manley,5,D,9,4,2,1,1,3,1,8,0.25,6,0.75,4,0.25,3,14,6,7,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,,0
Nick,Washuta,19,G,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
Kyle,Thornton,19,D,4,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
Christian,Mazzone,6,M,8,10,6,6,0,6,4,18,0.3333333333333330,10,0.5555555555555560,0,0,0,12,14,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
Jared,Conners,28,LSM,8,0,0,0,0,0,0,3,0,1,0.3333333333333330,1,0,1,12,3,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
